| Contenidos | 3º | 4º |
| | Comprende que algunas de esas prácticas las puede desarrollar de manera personal y colectiva desde el ámbito escolar, reconociendo que con ello ayuda en el cuidado de la vida y de la Tierra, de sí mismo y de otras personas. | Comprende la importancia de una alimentación saludable y revalora la cultura de la Milpa y el Maíz en México, desarrollando acciones colectivas colaborativas en su escuela, involucrando a la comunidad, para socializar sus beneficios en la alimentación nacional. |
| | Identifica que hay leyes que protegen los derechos humanos a la salud y a un medio ambiente sano para el desarrollo y bienestar. | Identifica cómo se ejerce el derecho humano a un ambiewnte sano y adecuado, para el desarrollo y bienestar planetario y se compromete a respetar los ecosistemas, actuar con reciprocidad, cuidándolos y contribuyendo en su preservación, mediante acciones personales, colectivas y comunitarias crítica, para contribuir al consumo sustentable. |
| Cuidado de los ecosistemas para su regeneración, preservación responsable y sustentable. | Reflexiona situaciones de riesgo o amenazas a la preservación de los ecosistemas y sus posibles causas locales. | Indaga y analiza formas diversas en que las mujeres de diversas culturas contribuyen en el cuidado, la regeneración y la preservación del ambiente y la salud, así como acciones sociales y políticas que se orientan a recuperar prácticas que ayuden a reducir el deterioro en la naturaleza. |
| | Indaga y analiza cómo se puede contribuir a regenerar y preservar los ecosistemas y argumenta la importancia de que las personas actuemos con responsabilidad y colaboración, disminuyendo el deterioro de los ecosistemas, a partir de prácticas para la preservación de la vida y el bienestar de la comunidad. | Construye juicios éticos y dialoga respecto de la importancia del respeto y la colaboración en el cuidado y aprovechamiento sustentable de los ecosistemas, con equidad y justificia. |
| |  | Propone y lleva a la práctica acciones para contribuir en la regeneración y preservación de los ecosistemas, de manera personal y comunitaria en la convivencia cotidiana. |
| |  | Reconoce que muchas de las especies endémicas que se han ido perdiendo fueron producto de desarrollos históricos de largo tiempo; identifica la relación de esos procesos con la historia de las personas y los pueblos. |
| Acciones de prevención ante peligros o amenazas de fenómenos naturales y acciones humanas y la importancia de actuar y participar en la escuela, barrio, pueblo, comunidad, entidad y país; promover la cultura de prevención, autoprotección, empatía y solidaridad con las personas afectadas y el entorno socioambiental. | Indaga en fuentes orales, bibliográficas, hemerográficas y en medios digitales, desastres ocurridos en la localidad o en la entidad, localiza en mapas los lugares en los que ocurrieron los desastres y los relaciona con los fenómenos naturales, muestra empatía y solidaridad con las personas afectadas. | Indaga en fuentes orales, bibliográficas, hemerográficas, digitales algunos desastres asociados a fenómenos naturales y/o generados por acciones humanas ocurridos en la entidad y el país, a lo largo de la historia; utiliza entrevistas generacionales como recursos para obtener testimonios. |
| | Participa en acciones individuales y colectivbas, en la escuela, barrio, pueblo, comunidad y entidad como parte de una cultura de prevención y autoprotección. | Elabora mapas para localizar los lugares en los que ocurrieron los desastres y los relaciona con los fenómenos naturales o con acciones humanas. Identifica qué desastres han ocurrido en algunas entidades que no se presentan en otras y agrumenta acerca de las causas. |
| | Identifica zonas de seguridad o albergues ante peligros o amenazas en la localidad donde vive, asociados a fenómenos naturales como: sismos, huracanes, deslaves, inundaciones, tsunamis e incendios, entre otros.  Elabora croquis y mapas para localizarlos y describe las rutas para llegar a ellos. | Indaga sobre planes y protocolos de emergencia (sismos, terremotos, huracanes, inundaciones, tsunamis, entre otros); participa en acciones colectivas encamindas a una cultura de prevención y autoprotección y muestra empatía por las personas afectadas por un desastre para proponer acciones de ayuda solidaria. |
| | Comprende la necesidad de participar en acciones individuales y colectivas, encaminadas a la prevención de riesgos, el autocuidado y cuidado de la familia, y otras personas en la casa, la escuela y la comunidad, como la implementación de una mochila de emergencia. |  |
| Caracterización y localización del territorio donde vive, la entidad y México; identificación de los tipos de suelo, clima, vegetación, fauna, cuerpos de agua (ríos, lagos, cenotes, humedales), así como las formas culturales que se desarrollan, vinculadas al patrimonio biocultural de la entidad y región; reconocimiento de su organización política y cambios históricos, hasta su conformación actual. | Identifica las características de la comunidad y la entidad como suelo, clima, animales y plantas, cuerpos de agua, relieve; las representa en dibujos, croquis y mapas. | Localiza y reconoce características del territorio de México, como suelo, clima, regiones naturales, relieve, cuerpos de agua, extensión, límites terrestres, marítimos y aéreos, así como las entidades federativas que lo integran. |
| | Localiza y reconoce la forma, extensión y límites territoriales, la organización política de la comunidad y la entidad, como parte de México, | Elabora representaciones cartográficas del territorio nacional y su diversidad natural. |
| | Indaga sobre los cambios en la conformación territorial, poblacional e histórica de la comunidad y la entidad. | Indaga sobre los cambios en la conformación territorial de México y reconoce pérdidas y anexiones territoriales, así como continuidades de pueblos originarios, más allá de las fronteras políticas actuales (comparaciones en imágenes y mapas. |
| | Identifica formas culturales que se desarrollan vinculadas al patrimonio biocultural de la entidad y región tales como la milpa y la chinampa. |  |
| Composición sociocultural de la entidad federativa y de México, y su configuración a través de la historia como un país pluricultural, integrado por pueblos originarios, afromexicanos, migrantes y diversas comunidades con características y necesidades, quienes han luchado por el reconocimiento de la igualdad en dignidad y derechos. | Dialoga acerca de las aportaciones de pueblos originarios, afromexicanos, migrantes y diversas comunidades, entre otros, al patrimonio cultural y a la memoria colectiva de la comunidad y entidad. | Analiza la conformación pluricultural y pluringüe de México que se expresa en pueblos originarios, afromexicanos, migrantes y diversas comunidades que habitan en México, que tienen prácticas culturales e historias que se manifiestan en formas de pensar, hablar, convivir, vestir, celebrar y compartir, apreciando sus aportaciones al patrimonio cultural del país y reconociendo los problemas y dificultades que enfrentan. |
| | Identifica formas de pensar, hablar, convivir, vestir, celebrar y compartir en su comunidad y la entidad. | Representa en mapas la ubicación de los pueblos originarios y afromexicanos que habitan en su entidad y el territorio nacional. |
| | Reconoce que las leyes garantizan el derecho a vivir con igualdad y dignidad, así como a expresar sus prácticas culturales y lingüísticas y a respetar y valorar las prácticas de otras personas o grupos. | Reconoce que en la Constitución Política de los Estados Unidos Mexicanos se garantiza el derecho a vivir con igualdad y dignidad, así como a expresar prácticas culturales y lingüísticas de los pueblos originarios y afromexicanos, y a respetar y valorar las prácticas de diversos grupos y personas. |
| La vida cotidiana antes de la primera invasión europea y en el México colonial: personas y grupos sociales que incidieron en la historia de la comunidad, entidad y el país, para reconocer sus aportes en lo social, cultural, político y económico. | Indaga en fuentes primarias o secundarias bibliográficas, orales, hemerográficas, digitales, iconográficas, materiales (objetos de uso cotidiano, edificaciones), sobre pueblos orginarios que habitaron lo que hoy es el territorio nacional, antes de la primera invasión europea, por ejemplo Olmecas, Teotihuacanos, Mayas, Zapotecas, Toltecas, Mixtecas y Mexicas. Si es el caso, identifica los pueblos originarios que habitaban el territorio que hoy ocupa su entidad antes de la primera invasión europea. | Identifica personas y grupos relevantes que incidieron en la historia de los pueblos que habitaban el territorio que hoy conocemos como México, antes de la primera invasión europea. |
| | Reconoce la ubicación de pueblos originarios en mapas, códices y narraciones, analiza algunos aspectos de la vida cotidiana: ¿cómo vivían?, ¿cómo eran sus casas y a qué se dedicaban? ¿cómo se alimentaban y vestían? ¿cómo se organizaban y trabajaban en la familia y la comunidad? ¿Cuáles eran sus creencias? ¿Cómo se divertían? ¿Cómo educaban a sus hijas e hijos? ¿cuáles eran las tareas de las mujeres? | Identifica, en el período de la conquista, cómo contribuyeron los diversos grupos sociales y cuáles fueron los que tuvieron más poder y mejores condiciones, en contraste a la situación de injusticia y dialoga acerca de la desigualdad que vivieron mujeres, hombres, niñas y niños de los pueblos originarios, afrodescendientes y personas esclavizadas. |
| | Identifica personas y grupos relevantes que incidieron en la historia de los pueblos que habitaban el territorio que hoy conocemos como México, antes de la primera invasión europea. | Reflexiona de manera intercultural crítica sobre el 12 de octubre para desmontar la idea del "encuentro de dos mundos o día de la raza" y la resistencia de los pueblos originarios y afrodescendientes. |
| |  | Indaga en diversas fuentes bibliográficas, hemerográficas o digitales sobre el México colonial, ¿cómo era la vida cotidiana? ¿Qué eran las castas y qué implicaciones tuvieron en la vida de las personas? ¿en qué trabajaban? ¿cómo educaban a sus hijas e hijos? ¿qué papel tuvo la religión en la vida de las personas y los pueblos? |
| |  | Relaciona las leyes de castas del periodo colonial como organización que ayuda a explicar el racismo mexicano como fenómeno histórico y contemporáneo. |
| Origen histórico de algunos símbolos (territorio, lugares sagrados, figuras y colores, banderas, escudos, himnos, entre otros), que identifican a las comunidades, pueblos, la entidad y a México como país, en tanto referentes que dan sentido de identidad y pertenencia. | Indaga acerca de los símbolo de identidad y pertencia en la comunidad, localidad o pueblo y en la entidad federativa, para comprender que la identidad nacional es un conjunto de identidades plurales, que pueden convivir respetuosamente, en la medida que exista igualdad de condiciones sociales, culturales, educativas, entre otras. | Reconoce los símbolos nacionales que identifican a México como país (himno, escudo y bandera); indaga sobre su significado, cómo y dónde surgieron, los elementos que los conforman, así como su transformación histórica, para comprender cómo ayudaron a construir una identidad nacional. |
| | Dialoga acerca de la importancia de los símbolos para las comunidades, la entidad y para México, y reconoce la forma en que se presentan. | Dialoga sobre la importancia que tiene reconocer la diversidad de símbolos, como el territorio, los lugares sagrados, las banderas, los himnos, entre otros, para respetar la diversidad de identidades socioculturales que conforman el país. |
| |  | Analiza de manera crítica posibles efectos negativos de los nacionalismos en las sociedades multiculturales como México. |
| El derecho a la protección de la integridad propia y la de todas las personas, reconociendo situaciones de riesgo, como el maltrato, el abuso, bullying o la explotación de tipo sexual y la importancia de su prevención, al conocer las instancias para solicitar ayuda y/o denunciar. | Identifica situaciones y personas que representan un riesgo para la protección de la dignidad y la integridad física y mental de niñas y niños. | Dialoga acerca del derecho a que la niñez sea protegida contra toda forma de maltrato, abuso o explotación de tipo sexual. |
| | Reconoce que tiene derecho a la protección ante situaciones que ponen en riesgo su integridad como maltrato, abuso o explotación de tipo sexual y expresa lo que siente al respecto. | Propone y practica algunas medidas preventivas ante situaciones o personas que representan un riesgo para la protección de la integridad. |
| | Propone acciones individuales y colectivas para ejercer su derecho a la protección y minimizar situaciones de riesgo en el aula, la escuela y la comunidad. | Analiza situaciones de maltrato, abuso o explotación de tipo sexual, que puedan ocurrir en el aula, la escuela y la comunidad, y propone acciones para su denuncia y erradicación. |
| Experiencias de organización comunitaria del pasado y del presente y las acciones de colaboración, reciprocidad, cuidado mutuo y trabajo por el bienestar de la escuela, barrio, comunidad, pueblo y colectivo social, para configurar ambientes seguros e igualitarios con equidad y justicia. | Indaga en fuentes orales o escritas acerca de formas de organización participativa, en el pasado y el presente de su comunidad, e identifica la importancia de la colaboración, la reciprocidad, el respeto y el cuidado mutuo. | Analiza críticamente el papel que juegan los valores y actitudes, así como las capacidades y responsabilidades de las personas en los procesos de organización participativa, para la conformación de ambientes igualitarioes que permitan contribuir al bienestar de la comunidad. |
| | Propone para su aplicación en la escuela formas de organización participativa, que contribuyan al bienestar de la colectividad. |  |
| Situaciones de discriminación en el aula, la escuela, la comunidad, la entidad y el país, sobre la diversidad de género, cultural, étnica, lingüística, social, así como sobre rasgos físicos, desarrollo cognitivo y barreras de aprendizaje, y participación en ámbitos de convivencia, para la promoción de ambientes igualitarios, de respeto a la dignidad humana y a los derechos de todas las personas. | Analiza e identifica en el aula, la escuela, la comunidad y la entidad, situaciones de discriminación y exclusión por motivo de diversidad de género, física, sensorial, intelectual, mental, cultural, étnica, lingüística o social. | Conoce y analiza críticamente situaciones de discriminación y exclusión por género, física, sensorial, intelectual, mental, cultural, étnica, lingüística o social. |
| | Conoce y analiza críticamente situaciones de discriminación y exclusión por género, física, sensorial, intelectual, mental, cultural, étnica, lingüística o social. | Analiza las causas de la discriminación y exclusión, y propone acciones para promover ambientes igualitarios, de respeto a la dignidad humana, a las diversidades y a los derechos de todas las personas, en la comunidad, entidad y en el país. |
| Retos en el reconocimiento y ejercicio de los derechos humanos y la satisfacción de las necesidades básicas, físicas, sociales, de seguridad, emocionales y cognitivas de niñas, niños y adolescentes; así como situaciones injustas en el pasado y el presente, en las que no se respetan los derechos para satisfacer las necesidades de todas las personas. | Analiza las necesidades básicas: físicas, sociales, de seguridad, emocionales y cognitivas de niñas, niños y adolescentes, las relaciona con el ejercicio de sus derechos, comparte experiencias sobre cómo están son satisfechas en las familias y en la comunidad. | Dialoga acerca de lo que ocurre cuando esas necesidades no son satisfechas, identifica a quiénes corresponde generar condiciones para que todas las personas satisfagan sus necesidades y garantizar que puedan ejercer sus derechos. |
| | Dialoga acerca de lo que ocurre cuando esas necesidades no son satisfechas, identifica a quiénes corresponde generar condiciones para que todas las personas satisfagan sus necesidades y garantizar que puedan ejercer sus derechos. | Dialoga y elabora concluciones acerca de las causas por las que determinados grupos no han cubierto sus necesidades y reconoce que esta situación es injusta. |
| |  | Propone alternativas para superar la desigualdad y favorecer la justicia, desde la comprensión de los derechos humanos, cuyo ejercicio no está condicionado y el Estado tiene la obligación a garantizarlos. |
| |  | Identifica a quiénes corresponde generar condiciones para que todas las personas satisfagan sus necesidades. |
| La construcción colectiva de la paz: situaciones que generan diferencias y conflictos que afectan la convivencia entre las personas y grupos de pertenencia, causas y formas de resolverlo a través del diálogo, la comunicación y la empatía, para contribuir a la convivencia y la resolución de conflictos sin violencia. | Reconoce que la paz se construye al dialogar sobre tensiones surgidas por diferencias de intereses, puntos de vista, formas de vida y de organización, acceso a servicios, entre otros, que dan lugar a conflictos entre personas con las que se convive, en los ámbitos escolar, con los pares, miembros de la familia y otras personas del entorno, e identifica las causas y formas de resolverlos sin violencia mediante la comunicación y la empatía sustentada en los derechos humanos. | Comprende que la paz es una construcción colectiva que demanda analizar críticamente las causas, desarrollo y consecuencias de conflictos entre personas y/o grupos de pertenencia, y realiza propuestas para enfrentar las tensiones sin violencia, mediante la comunicación dialógica y la empatía. |
| Formas y procedimientos mediante las que se eligen a las autoridades de gobierno, y los cambios que han tenido a través del tiempo, en función del bienestar colectivo. | Indaga y analiza sobre cuáles son las autoridades de gobierno de su comunidad, municipio y entidad, cómo se eligen, cuáles son sus funciones y cómo colaborar con las personas y comunidad empleando diversas formas de organización local para contribuir al bienestar colectivo. | Indaga cómo se designaron las autoridades que gobernaban en el México colonial, cuáles eran sus funciones, cuáles son las características de la monarquía, qué eran los ayuntamientos, las encomiendas y cuáles fueron sus funciones en la Nueva España. |
| | Indaga acerca de cómo se designaban o elegían las autoridades que gobernaban algunos pueblos que habitaban el territorio de México antes de la llegada de los españoles, así como cuáles eran sus funciones y cómo se relacionaban estas formas con una visión cultural diversa. | Compara y analiza críticamente cómo se eligen actualmente las autoridades de gobierno en nuestro país, y nuestra comunidad y/o pueblo, bajo el régimen democrático y/o de asambleas comunitarias, qué son los ayuntamientos o alcaldías en la actualidad y cuáles son sus funciones, reconoce las formas tradicionales de organización que se emplean en su contexto. |
| Democracia en la vida cotidina: construcción, cumplimiento y aplicación justa de acuerdos, normas y leyes que contribuyen a la protección de los derechos de todas las personas, individuales y colectivos, y a la convivencia conforme a los principios de igualdad, justicia y responsabilidad. | Comprende que la democracia se ejerce en la vida cotidiana al participar en la construcción, el cumplimiento y la aplicación justa y honesta de los acuerdos y las normas, en los espacios de convivencia como la escuela y la familia. | Comprende y argumenta sobre la importancia de la participación democrática en la construcción, el cumplimiento y la aplicación justa de acuerdos, normas y leyes en el ámbito de la escuela, la comunidad, el barrio, la colonia, la vecindad, el pueblo o la localidad, entre otros, para contribuir a la protección de los derechos humanos de todas las personas y colectivos, como los pueblos indígenas, afromexicanos, grupos LGBTTTIQ+, religiosos, migrantes, entre otros, así como a la sana convivencia, conforme a los principios democráticos que nos rigen. |
| | Dialoga acerca de la importancia de participar y contribuir a la protección de los derechos de todas las personas, conforme a los principios democráticos de igualdad, justicia y responsabilidad. |  |
| La toma de decisiones ante situaciones cotidianas y de riesgos, con base en el cuidado de la dignidad de todas y todos, considerando posibles consecuencias de las acciones, para actuar con responsabilidad. | Analiza críticamente y distingue situaciones cotidianas en las que se ejerce la capacidad para tomar decisiones, empleando los criterios de valoración de los riesgos del entorno. | Analiza situaciones cotidianas para la toma de decisiones, con base en criterios que priorizan el cuidado de la dignidad propia, así como de otras personas y colectivos. |
| | Dialoga y analiza posibles consecuencias de las acciones, para actuar con responsabilidad. | Comprende y valora los riesgos del entorno y las posibles consecuencias de las acciones, para actuar con responsabilidad. |
| Desigualdades por diferencias de género: causas y consecuencias en la vida cotidiana pasada y presente, para proponer acciones en favor de la igualdad, basadas en el reconocimiento y el respeto de los derechos de todas las personas. | Desigualdades por diferencias de género: causas y consecuencias en la vida cotidiana pasada y presente, para proponer acciones en favor de la igualdad, basadas en el reconocimiento y el respeto de los derechos de todas las personas. | Analiza críticamente situaciones de desigualdad de género, en los ámbitos educativo, laboral, cultural o de participación política, comparando cómo ocurrían en el pasado y el presente. |
| | Identifica casos en los que expresan desigualdades en el acceso a servicios educativos, de salud, recreación, deporte, o cultura. | Argumenta en favor de la igualdad, con base en el reconocimiento y el respeto de la dignidad y los derechos de todas las personas. |
| | Propone acciones en favor de la igualdad, en las que se respeten los derechos de todas las personas y colectivos con los que convive. |  |
