| Contenidos | 3º | 4º |
| Educación integral en sexualidad. | Explora formas de vivir y sentir el cuerpo, así como de los afectos, para identificar la diversidad de expresiones que agradan, incomodan y/o ponen en riesgo la integridad de las personas. | Valora y aprecia las formas de expresar el carácter y los afectos para tomar decisiones orientadas a salvaguardar su integridad. |
| Efectos en la vida de las personas, derivados de cambios sociales, culturales y en la salud. | Reflexiona sobre hechos y sucesos que han afectado a su familia para proponer posibles alternativas que permitan afrontarlos. | Dialoga acerca de situaciones que conoce o ha vivido en su familia o comiunidad, para comprender causas y efectos en la vida de las personas. |
| Reconocimiento de las necesidades y las características propias y de las demás personas. | Valora las características cognitivas, motrices, afectivas y sociales, así como las necesidades de sus compañeras y compañeros para expresar lo que les uno como grupo. | Aprecia lo que las personas le aportan en la atención de sus necesidades e intereses para reconocer la importancia del enriquecimiento mutuo. |
| | Expresa con que personas se identifica, para reconocer la identidad del grupo. | Invita a otras personas a participar en una representación dramatizada, sobre la importancia del reconocimiento de todas y todos. |
| | Expresa lo que puede hacer para tener la oportunidad de reconocer a otras personas. |  |
| Sentido de pertenencia, identidad personal y social. | Identifica eventos importantes de la historia de la comunidad: fundación, logros, personas o lugares destacados, entre otros, que son motivos de orgullo compartido, para fortalecer la identidad individual y colectiva. | Reconstruye la historia de su familia, escuela y comunidad, a partir de narraciones y/o documentos en los que respondan a cuestionamientos como ¿Quiénes somos? y ¿de dónde vinieron nuestros antepasados? Para descubrir los diversos aportes socioculturales y lingüísticos que pueden ser parte de su identidad. |
| | Observa y describe prácticas  socioculturales de su entorno; actividades productivas, comerciales, profesionales, de servicios, entre otras, para identificar concepciones, valores y proyectos compartidos por las personas que integran las familias y la comunidad. | Consulta, por diversos medios físicos y electrónicos, información para entender la articulación de su comunidad local con la región, alcaldía, estado, según se trate de contextos rurales o urbanos. |
| Capacidades y habilidades motrices. | Adapta sus movimientos, de acuerdo con elementos básicos de los juegos, para responder a las condiciones que se presentan. | Pone en práctica sus habilidades motrices en situaciones lúdicas, individuales y colectivas, para valorar la diversidad de posibilidades que contribuyen a mejorar su actuación. |
| Posibilidades cognitivas, expresivas, motrices, creativas y de relación. | Elabora propuestas de códigos de comunicación por medio del cuerpo, para otorgarle una intención a sus movimientos al jugar e interactuar con las demás personas. | Reconoce sus capacidades y habilidades motrices, al representar con el cuerpo situaciones e historias, a fin de favorecer la construcción de la imagen corporal. |
| Estilos de vida activos y saludables. | Socializa actividades físicas que practica de manera cotidiana, con la intención de valorar su incidencia en el bienestar y cuidado de la salud. | Organiza juegos y otras actividades físicas, para analizar avances y logros personales o grupales, en favor de asumir una vida saludable. |
| Pensamiento lúdico, estratégico y creativo. | Toma de decisiones estratégicas a partir de las características de las situaciones de juego y cotidianas, con el fin de solucionarlas asertivamente. | Diseña estrategias para atender situaciones o resolver problemas y conflictos que se presentan en el juego y en actividades cotidianas. |
| Interacción motriz | Establece acuerdos ante situaciones de juego y cotidianas, a partir de la interacción, para valorar su aplicación y los resultados alcanzados. | Experimenta situaciones caracterizadas por la cooperación y oposición, con el fin de reconocer sus implicaciones en la interacción y el logro de metas. |
| Hábitos saludables, para promover el bienestar en los seres vivos. | Distingue alimentos saludables y no saludables para preparar alimentos y promover la alimentación saludable. | Analiza las características de una alimentación saludable, para diseñar estrategias que mejoren sus hábitos alimentarios en el contexto escolar. |
| | Reconoce la importancia de la hidratación en el desarrollo del cuerpo de los seres vivos, para promover hábitos y actitudes saludables y de bienestar en la escuela y la comunidad. | Realiza prácticas de hidratación saludable para promover prácticas de alimentación, vinculadas con la salud en su escuela y comunidad. |
| Higiene para una vida saludable. | Reflexiona acerca de distintos hábitos y costumbres de higiene que se realizan en la vida cotidiana en su comunidad, para mejorar prácticas de higiene con sus compañeras y compañeros de clase. | Comparte experiencias para mejorar la higiene en su escuela y su comunidad, y organiza campañas de higiene en la escuela y la comunidad. |
| Situaciones de riesgo social en la comunidad y región donde vive. | Distingue situaciones de riesgo social en la región, y propone algunas medidas para el autocuidado. | Analiza situaciones de riesgo social en la comunidad y región donde vive. |
| | Analiza situaciones de riesgo social en la comunidad y el contexto donde vive, como la violencia doméstica y el vandalismo y analiza estrategias de prevención. | Distingue situaciones de riesgo social en la región, y propone algunas medidas para el autocuidado. |
| |  | Reconoce que la violencia doméstica y el vandalismo son situaciones que proponen en riesgo la sana convivencia y analiza estrategias de prevención al respecto. |
| |  | Organiza campañas en su grupo y escuela, para prevenir problemas sociales, como la violencia escolar, el vandalismo, las adicciones, entre otros. |
| |  | Investiga problemas socioales en su contexto y país, para analizar sus causas y efectos. |
| Los afectos y su influencia en el bienestar. | Reconoce los factores presentes en el contexto que influyen en la expresión de las emociones para favorecer reacciones asertivas. | Utiliza conocimientos previos sobre las diferentes expresiones emocionales para aprovechar su función en situaciones cotidianas. |
| | Analiza situaciones previas y resultados obtenidos para adecuar su reacción emocional a favor del bienestar personal y social. | Considera las reacciones emocionales ante situaciones comunes e identifica las más adecuadas para lograr sus metas y el bien común. |
