| Contenidos | 3º | 4º |
| Propiedades de los materiales: masa y longitud; relación entre estados físicos y la temperatura. | Describe la masa y la longitud como propiedades medibles de los materiales a partir de experimentar con distintos objetos y materiales y el uso de instrumentos como balanza y regla, y establece relaciones entre el material, el tamaño y la forma. | Describe y representa los cambios físicos del ciclo del agua: evaporación, condensación, solidificación y su relación con la variación de la temperatura. |
| | Reconoce al kilogramo (kg) como la unidad básica de medida de la masa, y al metro (m) como la unidad básica de medición de la longitud (distancia entre dos puntos), así como otras unidades que se utilizan en su comunidad para medir la masa y la la longitud. | Indaga y describe los cambios de estado físico de los materiales, a partir de experimentar con la variación de la temperatura y sus efectos en diversos materiales (chocolate, mantequilla, agua, hielo, vela -cera, alcohol, gelatina, otros). |
| |  | Reconoce los avances tecnológicos en el diseño de termómetros más precisos y su aplicación en la vida cotidiana, la industria, la medicina y la investigación. |
| Formación de mezclas y sus propiedades. | Identifica al agua como disolvente a partir de experimentar con distintos materiales como aceite, talco, azúcar, sal, arena y los clasifica en solubles o insolubles en agua. | Comprende que una mezcla está formada por diversos materiales en diferentes proporciones, a partir de experimentar con mezclas de materiales como agua y arena, agua y aceite, semillas y clips. |
| | Describe la aplicación de la solubilidad del agua en actividades cotidiana y en la industria. | Experimenta con mezclas de diversos materiales y proporciones, para identificar sus propiedades de color y sabor. |
| Efectos de la aplicación de fuerzas y del calor sobre los objetos. | Describe y representa los movimientos de personas, objetos y animales, considera la dirección (izquierda a derecha, de arriba abajo) la rápidez (lento o rápido) y su trayectoria (recta, curva o zigzag), así como los puntos de referencia. | Comprende algunas formas de generar calor, como la fricción y el contacto e indaga su importancia en la vida cotidiana. |
| | Describe el efecto de las fuerzas sobre los objetos: movimiento y reposo, al experimentar con los cambios en la rapidez o la dirección del movimiento, sin llegar a la noción de intensidad de la fuerza. | Describe los efectos del calor sobre los objetos, a partir de experimentar con ellos al frotarlos unos con otros; reconoce que la transferencia de calor va del objeto de mayor al de menor temperatura. |
| | Experimenta con la aplicación de fuerzas y el movimiento, con base en el diseño de distintos recorridos (circuitos) en los que interaccionan diversos objetos que chocan, son jalados o empujados, además de considerar diferentes distancias. | Diseña y construye un dispositivo o juguete sencillo que funcione con calor, y explica su funcionamiento. |
| Sistema Tierra-Luna-Sol: Interacciones, cambios y regularidades; diversas explicaciones acerca del movimiento de estos astros y su relación con algunos fenómenos naturales. | Indaga y representa con modelos, los movimientos de rotación y traslación de la tierra y los asocia con la sucesión del día y la noche, con las estaciones del año y el cambio del punto de aparición y ocultamiento del Sol en el horizonte. | Indaga la formación de eclipses de Sol y de Luna, y describe las similitudes y diferencias entre ellos. |
| | Describe y representa mediante modelos el movimiento de rotación y traslación de la Luna y su relación con sus fases. | Describe y representa con modelos, la formación de eclipses solares y lunares, en los que considera los movimientos de la Tierra y la Luna con respecto al Sol, los tamaños de los cuerpos celestes, las distancias a las que se encuentran, las propiedades de la luz, en particular su propagación rectilínea, así como el punto de referencia del observador. |
| | Indaga aportaciones de diversas culturas en relación con el movimiento de la Tierra, la Luna y el Sol y su influencia con aspectos socioculturales. | Reconoce que hay diversas maneras de explicar los fenómenos naturales, al recuperar narraciones y descripciones desde otras perspectivas culturales, alrededor de las causas y consecuencias de la formación de eclipses. |
| Estudio de los números. | Expresa oralmente la sucesión numérica hasta cuatro cifras, en español y hasta donde sea posible, en su lengua materna, de manera ascendente y descendente a partir de un número natural dado. | Expresa oralmente la sucesión numérica hasta cuatro cifras, en español y hasta donde sea posible, en su lengua materna, de manera ascendente y descendente a partir de un número natural dado. |
| | Identifica y usa los números ordinales, en español y en su lengua materna para ordenar objetos, o para indicar el lugar que ocupan dentro de una colección de hasta diez elementos. | Identifica y usa los números ordinales, en español y en su lengua materna para ordenar objetos, o para indicar el lugar que ocupan dentro de una colección de hasta veinte elementos. |
| | A través de situaciones cotidianas cuenta, representa de diferentes formas, interpreta, ordena, lee y escribe números naturales de hasta cuatro cifras; identifica regularidades en los números que representan decenas, centenas y millares. | A través de situaciones cotidianas y de diversos contextos, cuenta, representa de diferentes formas, interpreta, ordena, lee y escribe números naturales de hasta cinco cifras, identifica regularidades en los números. |
| | Representa, con apoyo de material concreo y modelos gráficos, fracciones: medios, cuartos, octavos, dieciseisavos, para expresar el resultado de mediciones y repartos en situaciones vinculadas a su contexto. | A partir de situaciones vinculadas a diferentes contextos, representa, interpreta, lee, escribe y ordena números decimales hasta centésimos en notación decimal y con letras apoyándose en modelos gráficos; comprende la equivalencia entre décimos, centésimos y la unidad. |
| | Identifica la unidad de referencia en representaciones de medios, cuartos, octavos, dieciseisavos que expresan el resultado de mediciones y repartos. | Representa con el apoyo de material concreto y modelos gráficos, fracciones: tercios, quintos, sextos, novenos y décimos, para expresar el resultado de mediciones y repartos en diversos contextos. |
| | Propone expresiones aditivas equivalentes de medios, cuartos, octavos o dieciseisavos; también compara fracciones (con igual numerador o igual denominador) utilizando los signos mayor que, menor que o igual. | Propone expresiones aditivas equivalentes de tercios, quintos, sextos, novenos y décimos; también compara fracciones (con igual numerador o igual denominador) utilizando los signos (mayor que, menor que o igual. |
| | Conoce y usa fracciones 1/10 y 1/100 con el apoyo del metro graduado. | Identifica y representa la unidad de referencia, a partir de una fracción dada de esta en la resolución de situaciones problemáticas. |
| Suma y resta, su relación como operaciones inversas. | Resuelve situaciones problemáticas vinculadas a su contexto que implican sumas de números naturales de hasta tres cifras utilizando el algoritmo convencional. | Resuelve situaciones problemáticas vinculadas a su contexto que implican sumas o restas de números naturales de hasta cuatro cifras utilizando los algoritmos convencionales. |
| | Resuelve situaciones problemáticas vinculadas a su contexto que implican restas de números naturales de hasta tres cifras utilizano agrupamientos y el algoritmo convencional. | Resuelve situaciones problemáticas vinculadas a su contexto que implican sumas o restas de números decimales de hasta centésimos, con apoyo de material concreto y representaciones gráficas. |
| | Utiliza, explica y comprueba sus estrategias para calcular mentalmente sumas o restas de números naturales de hasta tres cifras. | Resuelve situaciones problemáticas que implican sumas o restas de fracciones con diferente denominador (tercios, quintos, sextos, novenos y décimos)  vinculados a su contexto, mediante diversos procedimientos, en particular, la equivalencia. |
| | Resuelve problemas de suma o resta vinculados a su contexto, que impliquen el uso de fracciones (medios, cuartos, octavos, dieciseisavos) con el apoyo de material concreto o representaciones gráficas. |  |
| Multiplicación y división, su relación como operaciones inversas. | Resuelve multiplicaciones cuyo producto es un número natural de tres cifras, mediante diversos procedimientos (suma de multiplicaciones parciales, multiplicaciones por 10, 20, 30, entre otros). | Resuelve situaciones problemáticas vinculadas a su contexto que implican multiplicaciones de números naturales de hasta tres por dos cifras, a partir de diversas descomposiciones aditivas y el algoritmo convencional. |
| | Resuelve situaciones problemáticas vinculadas a su contexto que implican divisiones (reparto y agrupamiento), mediante diversos procedimientos, en particular con la multiplicación, representa la división como: a entre b= c. | Resuelve situaciones problemáticas vinculadas a su contexto que impliquen el uso de un algoritmo para dividir números naturales de hasta tres cifras entre un número de una o dos cifras, reconoce al cociente y al residuo como resultado de una división. |
| | Construye y usa un repertorio multiplicativo de factores de una cifra, para resolver multiplicaciones y divisiones (cuántas veces está contenido el divisor en el dividendo). | Utiliza, explica y comprueva sus estrategias para calcular mentalmente el doble o el triple de un número natural de dos cifras y la mitad de un número natural par de dos cifras. |
| | Utiliza, explica y comprueba sus estrategias para calcular mentalmente productos de números naturales de una cifra. |  |
| Cuerpos geométricos y sus características. | Identifica las figuras geométricas que componen diversos objetos (edificios, casas, cajas, muebles y cuerpos geométricos); construye prismas rectos a partir de reconocer la configuración de cuadrados y rectángulos que lo componen. | Reconoce y describe las características de distintos prismas rectos (números de vértices y artistas, número y formas de caras); reconoce los desarrollos planos que permiten construirlos, en particular el cubo. |
| Figuras geométricas y sus características | A partir de retículos de triángulos, cuadrados o puntos, construye, analiza y clasifica figuras geométricas a partir de sus lados y su simetría, en particular a los triángulos, explica los criterios utilizados para la clasificación. | Con el apoyo de instrumentos geométricos, construye, analiza y clasifica cuadriláteros a partir de sus lados, ángulos y diagonales; explica los criterios utilizados para la clasificación. |
| Medición de longitud, masa y capacidad | Resuelve situaciones problemáticas vinculadas a su contexto que impliquen medición, estimación y comparación de longitudes, masas y capacidades, con el uso del metro, kilogramo, litro y medios y cuartos de estas unidades; en el caso de la longitud, el decímetro y centímetro. |  |
| Cálculo de perímetro y área |  | Distingue entre contorno y superficie de caras de objetos de su entorno y de figuras y cuerpos geométricos; reconoce al perímetro como la suma de las longitudes de sus lados y área como la medida de la superficie; estima y compara áreas de manera directa, con unidades no convencionales y con retículas de cuadrados. |
| Medición del tiempo | Los relojes de manecillas y digitales; compara y ordena la duración de diferentes actividades cotidianas o acontecimientos de la comunidad, usando la hora, media hora, cuarto de hora y los minutos. | Resuelve situaciones problemáticas que implican el uso de equivalencias entre diferentes escalas de tiempo: día, hora, minuto y segundo; reconoce al segundo como unidad básica de tiempo. |
| |  | Comprende y utiliza expresiones que indican temporalidad como quincena, bimestre, semestre, novenario, lustro, quinquenio, siglo, milenio, decenio, sexenio. |
| Organización e interpretación de datos. | Recolecta, organiza, representa e interpreta datos en tablas de frecuencias o pictogramas para responder preguntas de su interés. | Interpreta tablas de frecuencias y gráficas de barras y reconoce la moda de un conjunto de datos para responder preguntas. |
