| Contenidos | 5º | 6º |
| Derechos humanos: a un ambiente sano y acceso al agua potable. | Dialoga acerca del derecho humano a un ambiente sano y adecuado para su desarrollo y bienestar. | Indaga, comprende y dialoga sobre la importancia del agua y su balance con otros elementos del ecosistema global, para garantizar la supervivencia de la biodiversiad, incluido el ser humano. |
| | Investiga la relación entre el derecho a un ambiente sano y las soluciones locales basadas en el trabajo colectivo, crítico y justo para restaurar o reducir la destrucción de la biodiversidad y promover en la escuela, barrio, pueblo o ciudad, su respeto, con responsabilidad y colaboración para protegerla, y aprovecharla de manera sustentable, con equidad y justicia social. | Comprende que la Constitución Política de los Estados Unidos Mexicanos, las leyes nacionales y los tratados internacionales suscritos por México, garantizan los derechos de la salud, a un medio ambiente sano, y el acceso a agua potable. |
| |  | Dialoga y argumenta acerca de cómo ejerce sus derechos humanos a la salud, al agua potable y a un ambiente sano y adecuado para su desarrollo y bienestar, y se compromete a respetar la biodiversidad, actuar con reciprocidad, cuidándola y contribuyendo en su generación y preservación. |
| La responsabilidad compartida, el respeto y el consumo sustentable: acciones colectivas a favor de la protección y preservación de la biodiversidad y el bienestar socioambiental. | Comprende el largo camino que recorren los productos para llegar a sus hogares, los medios que se utilizan para imponer patrones de consumo y la importancia de consumir lo local, eligiendo lo que compramos de manera responsable y consciente. | Investiga acciones de consumo sustentable del agua y la biodiversidad, para contribuir a mitigar el impacto negativo de la sociedad en estos sistemas de la naturaleza. |
| Riesgos de desastre y crisis humanitarias, asociados a fenómenos naturales y generados por acciones humanas; sus causas y consecuencias, para contribuir, de manera solidaria, a minimizar sus efectos. | Comprende que los desastres no son naturales, sino eventos repentinos que ocasionan daños materiales, humanos y sociales, y que sus efectos pueden ser prevenidos o mitigados. | Investiga en noticias, lecturas o narraciones, desastres ocurridos en México y otros países del mundo. |
| | Identifica algunos componentes de un desastre, tales como los agentes perturbadores, que pueden ser de origen natural o humano; los agentes afectables, representados por la infraestructura y la comunidad; y los agnetes reguladores, que son las instituciones encargadas de dar protección y ayuda a las personas afectadas. | Indaga sobre riesgos de desastre en el territorio nacional, asociados a fenómenos naturales, los representa de manera cartográfica y localiza las zonas de seguridad. |
| | Identifica en mapas de la localidad y la entidad, zonas de seguridad, y describe las rutas para llegar a ellas. | Investiga, en distintas fuentes, acerca de las crisis humanitarias actuales, causadas por desastres de tipo natural o antrópico y que generan desplazamiento de grandes grupos de personas, considerando las razones por las que tuvieron que desplazarse de esa región, ¿a qué lugar llegaron a refugiarse? ¿cuáles son las situaciones de peligro que enfrentan en su camino? ¿por qué se le considera refugiados? y a ¿quién le corresponde proporcionarles ayuda? |
| | Comprende que los efectos de los desastres dependen de las decisiones que las personas tomen,, tanto en sus vidas como para su entorno; por ejemplo, cómo y dónde se producen los alimentos y se construyen  las vivencias, lo que puede constituir un riesgo, así como cuáles son los programas de gobierno destinados a la prevención, atención y reconstrucción en caso de desastre. | Dialoga acerca de cómo se sienten las personas al ser obligadas a abandonar su lugar de origen, dejando atrás su patrimonio y su forma de vida ¿qué pasa con las familias? ¿Cómo viven niñas, niños y adolescentes? Y ¿cómo afecta esta situación a las mujeres y personas con discapacidad? |
| | Reflexiona y dialoga acerca de las responsabilidades compartidas, para la reducción del riesgo de desastres, con relación a qué le corresponde a la ciudadanía, a las autoridades, al gobierno, a empresarias y empresarios, a las organizaciones de la sociedad civil, así como, la importancia de participar en acciones individuales y colectivas encaminadas a la prevención en su comunidad. | Dialoga acerca de cómo se sienten las personas al ser obligadas a abandonar su lugar de origen, dejando atrás su patrimonio y su forma de vida ¿qué pasa con las familias? ¿Cómo viven niñas, niños y adolescentes? Y ¿cómo afecta esta situación a las mujeres y personas con discapacidad? |
| | Promueve la empatía con personas que han vivido una situación de desastre, y organizar acciones de ayuda. | Indaga acerca de los organismios internacionales que proporcionan ayuda humanitaria. |
| |  | Propone acciones que pueden llebar a cabo las personas o comunidades, para minimizar los efectos de las crisis humanitarias en su entidad, país o en otra parte del mundo. |
| Construcción de la cultura de paz: análisis de conflictos vecinales y/o territoriales del pasado y del presente entre personas, grupos, comunidades y pueblos para identificar sus causas, cómo se desarrollaron y cómo se resolvieron, destacando el diálogo, la negociación y la tolerancia. | Indaga en fuentes orales, escritas o digitales acerca de conflictos vecinales entre personas y/o grupos de su comunidad, barrio, colonia o ciudad que han ocurrido en años recientes.  Analiza críticamente las causas, desarrollo y resolución del conflicto. | Analiza críticamente algunos ejemplos de confictos territoriales en México en el pasado o el presente vinculados con la disposición, obtención, despono de recursos, diferencias económicas, políticas, culturales, indefinición de limites territoriales, para valorar las relaciones de justicia, respeto, colaboración, reciprocidad y convivencia armónica, que deben existir entre las personas y países para promover la cultura de paz. |
| | Representa de forma gráfica o artística el proceso que ha seguido el conflicto. | Indagan en fuentes bibliográficas, hemerográficas o en narraciones orales, cómo se desarrolló el conflicto, así como los recursos que se usaron para abordarlo. |
| | Identifica la negociación, la mediación, el diálogo y la empatía, como formas pacíficas para resolver conflictos, y las aplica en algunos ejemplos de conflictos cotidianos de su escuela o comunidad. | Realiza propuestas para promover la cultura de paz en distintos ámbitos de convivencia. |
| | Argumenta por qué es necesario resolver los conflictos, privilegiando el diálogo, la empatía, la negociación y la mediación para erradicar la violencia y promover la cultura de paz. |  |
| La democracia como forma de gobierno en México y construcción a través de la historia. | Indaga acerca de las transformaciones en las formas de gobierno en nuestro país, durante el siglo XIX, destacando las luchas entre federalistas y centralistas, mismas que sentaron las bases para la construcción de una República representativa, democrática, laica y federal; así como la participación política de las mujeres en México en el siglo XIX. | Analiza críticamente las transformaciones en la forma de gobierno en México durante el siglo XX: el fin del porfiritato, la Revolución Mexicana y la promulgación de la Constitución de 1917, que reafirma el sistema federal, la separación y equilibrio de Poderes; las posteriores reformas legales que garantizan la participación política equitativa e igualitaria, tales como la reforma constitucional de 1953 que reconoce el derecho al voto de las mujeres. |
| | Argumenta por qué se requiere de la participación de todas las personas y pueblos que integran una sociedad, considerando el carácter pluricultural y lingüístico del país, para que la democracia sea una forma de vida, en los distintos ámbitos de convivencia. | Identifica cómo se retomaron las demandas históricas y los conflictos en la construcción de la República representativa, democrática, laica, federal, pluricultural y plurilingüe, que hoy nos rige como país. |
| |  | Indaga y analiza críticamente algunas experiencias de organización de pueblos originarios, afromexicanos y migrantes, así como otros pueblos y colectivos que dan cuenta de la toma de decisiones conjuntas, para el ejercicio de la autoridad y la corresponsabilidad en la búsqueda del bienestar común. |
| Cultura democrática: principios éticos que subyacen en los acuerdos, normas y leyes democráticas, importancia de su cumplimiento y evaluación de su aplicación justa, equitativa e igualitaria en la vida cotidiana. | Comprende que la cultura democrática se sustenta en acuerdos, normas y leyes que expresan los principios éticos de igualdad, respeto, responsabilidad, libertad, justicia, honestidad, legalidad, interculturalidad, inclusión, entre otros.  Analiza críticamente algunos ejemplos de acuerdos, normas y leyes que expresan los principios democrácticos. | Evalúa la aplicación justa, equitativa e igualitaria de acuerdos, normas y leyes en situaciones cotidianas del ámbito local o nacional, comprende que esto favorece la cultura democrática. |
| | Argumenta en favor del cumplimiento de los principios éticos y analiza, de forma crítica, los beneficios que aportan en los ámbitos personal y colectivo, así como en la interrelación de la sociedad. | Argumenta en favor del cumplimiento de los principios de igualdad, respeto, inclusión, responsabilidad, libertad, justicia, legalidad, honestidad, interculturalidad, entre otros, y analiza, de forma crítica, los beneficios de llevarlos a cabo, en los ámbitos personal y colectivo, así como en la interrelación de la sociedad. |
| Desafíos de la construcción de sociedades inclusivas y equitativas: la violencia de género como un problema estructural, con un peso social, cultural e histórico, a fin de visibilizar sus causas y consecuencias, para erradicarlas, buscando equidad como derecho. | Analiza críticamente las causas y consecuencias sociales, culturales e históricas de la violencia de género, asociadas a estereotipos o prejuicios sobre feminidad y la masculinidad en sociedades y comunidades patriarcales, que pueden llevar a un trato desigual. | Analiza críticamente las causas y consecuencias de la violencia de género en México y el mundo, como un problema estructural, social, cultural e histórico. |
| | Dialoga sobre como transformar los estereotipos o prejuicios de género, para desarrollar masculinidades positivas, que contribuyan a la construcción de comunidades y sociedades inclusivas, equitativas y libres de violencia. | Identifica cómo se naturaliza la desigualdad de género, lo que contribuye a su reproducción. |
| |  | Identifica algunas formas en las que está presente la desigualdad en las relaciones de pares, en la escuela y la comunidad; por ejemplo, en los juegos, en los deportes, en las TIC´s, entre otras, y propone cómo transformarlas en nuevas formas de relación, que favorezcan la equidad, respeten y aprecien la diversidad. |
| Contribuciones al bienestar colectivo: servicios públicos e infraestructura para satisfacer las necesidades de salud, educación, esparcimiento, comunicación, seguridad y justicia de las personas que habitan la comunidad y el país, así como la rendición de cuentas y el uso transparente de recursos como parte de una sociedad democrática. | Indaga acerca de las necesidades de salud, esparcimiento, comunicación, seguridad y justicia de las personas de su comunidad, e identifica la infraestructura y servicios públicos que se requieren para satisfacerlas y alcanzar el bienestar colectivo. | Analiza los servicios públicos y la infraestructura que benefician a las personas de su comunidad y del país, e identifica cómo es posible contribuir en su mantenimiento y cuidado, con un manejo transparente de los recursos, desde los ámbitos de la sociedad, como el pago de impuestos, trabajo comunitario, tequio, entre otros. |
| | Identifica de qué manera las personas contribuyen con sus aportaciones y trabajo al funcionamiento de los servicios públicos. | Comprende qué es la rendición de cuentas y la transparencia en el manejo de los recursos públicos, por qué es importante que los ciuidadanos la demanden a sus gobernantes y cómo pueden hacerlo. |
| | Dialoga acerca del derecho al acceso a la información pública: en qué consiste, por qué es importante y cómo se puede ejercer. |  |
| El derecho a la protección de la integridad física y mental, ante cualquier forma de maltrato, abuso o explotación de tipo sexual o laboral, así como, la identificación de personas e instituciones que pueden apoyar para el ejercicio de ese derecho. | Reconoce el derecho de niñas, niños y adolescentes a la protección, al respeto de su integridad y de sus datos personales. | Ejerce el derecho a la protección de la dignidad, integridad y los datos personales contra cualquier forma de maltrato, abuso o explotación de tipo sexual o laboral, de manera presencial o a través de medios electrónicos, en los distintos ámbitos de convivencia (familia, escuela y comunidad). |
| | Identifica la importancia de hacer valer sus derechos, así como a las personas, instituciones y leyes que promueven el respeto a los derechos de todas las personas para su bienestar. | Identifica instituciones que brindan protección a niñas, niños y adolescentes ante situaciones de maltrato, abuso o explotación de tipo sexual y laboral y propone acciones de defensa y protección a los derechos de todas las personas. |
| La lucha por el reconocimiento de los derechos humanos: la protección de la dignidad de todas las personas y grupos sociales para vivir con gozo y armonía, sin importar la diferencias. | Indaga en fuentes primarias y secundarias, orales, escritas, bibliográficas, hemerográficas, digitales objetos, entre otras situaciones del pasado y del presente que den cuenta de demandas y luchas sociales de personas y grupos por el reconocimiento de sus derechos humanos como el derecho al voto de las mujeres, los derechos de los trabajadores, el reconocimiento de los grupos LGBTTTIQ+, pueblos originarios, entre otros.  Identifica las consecuencias de no respetar los derechos de las personas y se compromete a promover su respeto en distintos ámbitos de convivencia (familia, escuela y comunidad). | Comprende que los logros de las luchas históricas por el reconocimiento a los derechos humanos han plasmado en la constitución y los tratados internacionales. |
| |  | Reconce que los derechos humanos son universales, indivisibles, interdependientes, progresivos, inalienables, irrenunciables. |
| |  | Dialoga acerca de que las leyes y los tratados internacionales son instrumentos que podemos utilizar para la demanda y ejercicio de los derechos humanos. |
| |  | Investiga sobre grupos y organizaciones, que en la actualidad luchan por el reconocimiento de sus derechos y por la justicial social. |
| |  | Dialoga acerca de por qué los derechos humanos a la memoria colectiva, la verdad y la justicia son importantes contra la impunidad y la no repetición de actos que violentan la dignidad y los derechos humanos. |
| Cumplimiento de los derechos humanos: estudio de casos de actos de discriminación, racismo o violencias que suceden actualmente en México y el mundo. | Analiza críticamente un caso de racismo, discriminación o violencias en México, identificando las causas y las consecuencias culturales, económicas, políticas y sociales que derivan del análisis, y propone acciones solidarias que favorezcan el respeto y el cumplimiento de los derechos humanos. | Analiza críticamente un caso de racismo, discriminación o violencias en el continente americano o en otros países del mundo, e identifica las causas y las consecuencias culturales, económicas, políticas y sociales que derivan del caso analizado, y propone acciones solidarias que favorezcan el respeto y el cumplimiento de los derechos humanos. |
| Valores y prácticas de los pueblos originarios y afromexicanos: el respeto, la reciprocidad y el beneficio mutuo como valores fundamentales de la relación con la naturaleza y con otras personas. | Dialoga acerca de las características de la convivencia, sustentada en la práctica del respeto, la reciprocidad y el beneficio mutuo, en la relación armónica con la naturaleza, y con otros seres humanos. | Indaga acerca de experiencas de convivencia en algunos de los pueblos originarios, afromexicanos o grupos urbanos de México y del Continente Americano, que se sustentan en respeto, la reciprocidad y el beneficio mutuo, en la relación armónica con la naturaleza y con otros seres humanos. |
| | Identifica experiencias de convivencia en algunos pueblos originarios, afromexicanos o grupos urbanos, a fin de valorar los beneficios de esta forma de interacción, para practicar el buen vivir. | Reconoce que su convivencia se sustenta en el trabajo colectivo, la reciprocidad, el aprovechamiento sustentable de la naturaleza en el territorio, la búsqueda del beneficio mutuo, y valora los beneficios que ello implica, para practicar el buen vivir. |
| Pueblos y culturas de América y el mundo: el respeto a las costumbres, tradiciones y formas de vivir de diferentes culturas. | Explora la vida cotidiana de pueblos originarios, comunidades y grupos sociales de diferentes lugares del Continente Americano, del pasado y el presente. | Indaga algunos momentos en que las culturals del mundo han interactuando, producto de las migraciones, de la búsqueda e intercambio de productos y materiales, de las relaciones comerciales, así como de la exploración y la expansión territorial. |
| | Identifica cambios y permanencias de diversas identidades culturales y cosmovisiones, que expresan formas de relacionarse con los demás, con la naturaleza, con el cosmos y consigo mismo. | Reconoce que las culturas actuales en diferentes partes del mundo se han formado a través del tiempo y tienen distintos orígenes. |
| | Localiza el Continente Americano y describe las características (clima, relieve, aguas continentales y oceánicas, poblaciones, diversidad sociocultural y lingüística). | Valora semejanzas y diferencias como parte de la diversidad humana y su riqueza cultural. |
| | Reconoce los criterios a partir de los cuales el Continente Americano se subdivide en regiones geográficas de América del Norte, América Central, las Antillas y Sudamérica o América del Sur, así como sus rasgos culturales y algunos procesos históricos vividos en lo que se ha denominado América anglosajona y América Látina, identificando algunas causas de las desigualdades sociales, económicas y educativas entre ambas regiones. | Localiza y describe las características (zonas climáticas, relieve y aguas continentales) de algunos pueblos y culturas de los continentes: África, América, Antártida, Asia, Europa y Oceanía, así como sus relaciones y formas de vida. |
| |  | Reconoce algunos efectos globales en la vida cotidiana de los pueblos, comunidades y países que se encuentran distantes del lugar donde se originan las situaciones de afectación socioambiental y sus derivaciones económicas, polígicas, sociales, culturales, ecológicas, entre otras. |
| |  | Identifica puntos y líneas imaginarias del planeta tierra, y localiza lugares en México y el mundo, utilizando las coordenadas geográficas. |
| Movimientos sociales en el México de los siglos XIX y XX: la Independencia y la Revolución Mexicana. | Indaga en fuentes bibliográficas, hemerográficas, digitales y fotográficas, las causas del movimiento de independencia, la injusticia social, las confrontaciones ideológicas entre grupos de criollos y peninsulares. | Indaga en fuentes bibliográficas, hemerográficas y digitales, así como fotográficas y digitales, así como en fotografías y objetos, las principales características sociales, económicas, políticas y culturales del Porfiriato. |
| | Dialoga acerca de los ideales que impulsaron el movimiento independentista, tales como la libertad, la justicia, la abolición de la esclavitud, la igualdad de derechos y la defensa de la soberania. | Indaga acerca de las causas que dieron origen al movimiento revolucionario de 1910, como las injusticias, entre las que se encuentran; el despojo de las tierras comunales de campesinos y pueblos originarios, la explotación laborar por las compañías extranjeras, casos como las huelgas de los trabajadores de Cananea, Sonora (1906), y la apropiación y control de diversas extensiones de tierras, bosques y aguas en pocas manos. |
| | Analiza la participación de las y los protagonistas del movimiento de independencia, por ejemplo: Miguel Hidalgo y Costilla, Josefa Ortiz de Domínguez, José María Morelos y Pavón, Ignacio Allende, Leona Vicario, Vicente Guerrero y Agustín Iturbide. | Indaga sobre procesos y luchas por la justicia, que ocurren actualmente en diversas partes del país. |
| | Analiza la participación de grupos no visibilizados: personas esclavizadas, pueblos originarios, afrodescendientes, migrantes, mujeres, niñas, niños, jóvenes y personas adultas mauores, entre otros. | Investiga sobre la participación de distintos grupos en la búsqueda por la justicia social, el reconocimiento y la garantía de los derechos sociales, además de cómo estos ideales se plasmaron en la Constitución Política de los Estados Unidos Mexicanos de 1917. |
| | Identifica acontecimientos, personas y lugares representativos desde el inicio hasta la consumación de la independencia de México, reconociendo los cambios en el territorio de lo que aún se denominaba la Nueva España. | Investiga en fuentes bibliográficas, hemerográficas e iconográficas, sobre los debates del constituyente de 1917, para lograr el reconocimiento y la garantía de los derechos sociales. |
| | Dialoga acerca de cómo la construcción de una identidad nacional, denominada mexicana, impactó en la constitución de las identidades culturales de los pueblos originarios y afrodescendientes que habitaban nuestro territorio. | Analiza los artículos 3º, 27 y 123 de la Constitución Política de los Estados Unidos Mexicanos referentes a la educación, la propiedad de las tierras y el trabajo, indaga los debates que se dieron en el constituyente para su reconocimiento y garantía. |
| | Representa en mapas, los lugares estratégicos y emblemáticos de las luchas por la independencia, así como las rutas seguidas por los personajes que encabezaron este movimiento. | Investiga el impacto que tuvo en la entidad el movimiento revolucionario. |
| |  | Analiza la participación en el movimiento revolucionario de personajes como Francisco I. Madero, Emiliano Zapata, Francisco Villa, Venustiano Carranza, entre otros, destacando sus ideales, así como su origen social y cultural. |
| |  | Reconoce la participación de las mujeres en la lucha revolucionaria, tales como María de la Luz Espinoza Barrera, Carmen Vélez "La Generala", María Quinteras de Meras, Petra Herrera, las "adelitas", entre otras. |
| |  | Destaca y compara la participación actual de mujeres mexicanas entre las que se identifican indígenas y afromexicanas, en diversos ámbitos de la vida política, social y cultural de país. |
| |  | Representa en mapas, los lugares estratégicos y emblemáticos de la lucha por la Revolución Mexicana, y las rutas seguidas por los personajes que encabezaron este movimiento. |
| México independiente: la vida cotidiana, las intervenciones extranjeras durante el siglo XIX, causas y consecuencias de conflictos territoriales, la defensa de la soberanía nacional y la conformación del estado laico (Quinto grado). | Indaga en fuentes bibliográficas, hemerográficas, iconográficas, objetos y construcciones acerca de la vida cotidiana en el México independiente, qué estragos dejó la guerra en las familias, comunidades y pueblos, cómo vivían las personas, cómo eran los pueblos y ciudades donde vivían, cuáles eran los principales trabajos y oficios, cómo era la educación de niñas y niños, cómo se divertían las personas, entre otros aspectos. |  |
| | Indaga acerca de los inicios del México independiente, cuáles eran las condiciones sociales, económicas, políticas y culturales, por qué se desginó a Iturbide como emperador, identificar el contexto internacional, qué países querían dominar a México y el impacto en el territorio nacional de las invasiones extranjeras. |  |
| | Analiza causas y consecuencias de las invasiones al terriorio mexicano por los Estados Unidos de América: la Guerra de Texas y la apropiación del territorio, así como las implicaciones del Tratado de Guadalupe-Hidalgo en la modificación de los límites territoriales de nuestro país. |  |
| | Dialoga acerca del papel de las instituciones, como el de la Marina en la intervención de la defensa del puerto de Veracruz, y de los grupos sociales que lucharon por la defensa de la soberanía nacional ante las invasiones extranjeras. |  |
| | Indaga sobre las causas y las implicaciones sociales de la intervención francesa, así como de la constitución del segundo imperio mexicano, con Maximiliano de Habsburgo. |  |
| | Indaga sobre las causas y las implicaciones sociales en la restauración de la República. |  |
| | Reconoce el papel de Benito Juárez en la construcción y el establecimiento de las Leyes de Reforma (1859), mismas que sentaron las bases para la constitución de un estado laico en México. |  |
| | Conoce y dialoga acerca de las implicaciones de una educación laica, crítica y sin dogmas. |  |
| Conoce y dialoga acerca de las implicaciones de una educación laica, crítica y sin dogmas. | Indaga en fuentes bibliográficas, hemerográficas, iconográficas, objetos y construcciones acerca de la vida cotidiana en el México posrevolucionario, qué estragos dejó la guerra en las familias, comunidades y pueblos, cómo se modificó la vida cotidiana después de la lucha armada del movimiento de revolución, cómo cambiaron los pueblos y ciudades donde vivían, cuáles eran los principales trabajos y oficios, còmo era la educación de niñas y niños y qué es la escuela rural mexicana, cómo se divertían las personas, cuáles eran las expresiones culturales y artísticas, entre otros aspectos. |  |
| | Indaga acerca de cómo se vivió el movimieto revolucionario en diferentes regiones del país. |  |
| | Indaga en fuentes bibliográficas, hemerográficas y digitales, así como en fotografías y objetos, las características sociales, económicas, políticas, religiosas y culturales en el México posrevolucionario (1917-1940). |  |
| | Analiza el proceso que implicó la reconfiguración del país, tras la lucha revolucionaria, para la cimentación de un régimen político democrático, acorde con lo plasmado en la Constitución de 1917. |  |
| | Identifica las tensiones y conflictos entre caudillos revolucionarios y grupos políticos con diferentes intereses e ideologías, del periodo posrevolucionario. |  |
| | Analiza el proceso denominado Maximato (1928-1934) en la búsqueda de la estabilidad política que requería la República. |  |
| | Indaga las causas, desarrollo y consecuencias de la rebelión cristera, e identifica cómo se dio la negociación del conflicto que reafirmó la libertad de creencias y el estado laico. |  |
| | Representa en mapas, los lugares y zonas de confrontación de la lucha cristera. |  |
| | Identifica algunas acciones que se impulsaron durante el Cardenismo, como la expropiación petrolera y el reparto agrario a campesinos y comunidades indígenas. |  |
| | Dialoga acerca de cómo los procesos históricos han cambiado la vida de las personass y sus comunidades. |  |
| Migración y derechos humanos: migración interna y externa, causas y consecuencias sociales, económicas, culturales, políticas y ambientales. | Reconoce los procesos de migración que se realizan en el territorio nacional (interna) y de México hacia otros países (externa). | Reconoce los flujos migratorios en los que hay mayor cantidad de emigrantes en el mundo, identificando países de origen y de destino. |
| | Analiza noticias, documentales y testimonios de personas migrantes, que le permitan identificar algunos de los motivos (sociales, económicos, políticos, culturales y/o ambientales) que originaron su desplazamiento, así como las características del lugar del destino al que pretende llegar. | Explica causas y consecuencias sociales, culturales, económicas, políticas y ambientales de la migración, en casos específicos en el mundo, mediante el análisis de noticias, documentales y algunos testimonios de migrantes internacionales. |
| | Ubica en mapas, las rutas que siguen los migrantes, desde su lugar de origen, hasta su destino. | Ubica en mapas, las rutas que siguen los migrantes, desde su lugar de origen, hasta su destino. |
| | Reflexiona acerca de los impactos de las migraciones en la identidad y pertenencia de las personas, así como, los prejuicios que generan aspectos como la discriminación. | Reflexiona acerca de los impactos de los impactos de las migraciones en la identidad y pertenencia de las personas, así como, los prejuicios que generan aspectos como la discriminación. |
| | Dialoga acerca de las dificultades que enfrentan las personas migrantes, para ejercer sus derechos humanos. | Dialoga acerca de cómo cada país establece sus reglas para reconocer y otorgar la ciudadanía, así como las acciones que se podrían implementar para la protección de los derechos de las personas migrantes. |
| | Identifica algunos tratados internacionales que protegen los derechos de todas las personas, sin distinción de su condición migratoria. | Dialogar y elaborar juicios éticos acerca de los derechos de las personas migrantes. |
| | Describe las acciones que se podrían implementar para la protección de los derechos de las personas migrantes. |  |
